<<<<<<< HEAD
DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
191118602,10/25/2019 0:00,7/1/2010 0:00,1500,11,Northeast,1118,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),1258 0448 0522 0556,11,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,812,860,,,5600    BALTIMORE                    ST,,34.1173,-118.1967
192020290,11/20/2019 0:00,11/20/2010 0:00,130,20,Olympic,2042,2,860,BATTERY WITH SEXUAL CONTACT,1402 0551 2014 1206,17,F,W,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,860,998,,,800 S  GRAMERCY                     DR,,34.0559,-118.3122
190118148,7/11/2019 0:00,7/11/2010 0:00,2145,1,Central,123,2,624,BATTERY - SIMPLE ASSAULT,0416 0305,12,F,B,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,200 W  1ST                          ST,,34.053,-118.2444
191506613,2/15/2019 0:00,1/1/2010 0:00,1200,15,N Hollywood,1512,1,815,SEXUAL PENETRATION W/FOREIGN OBJECT,1258 0558 0913 0522 0503,11,F,H,210,RESTAURANT/FAST FOOD,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,815,860,,,12700    SHERMAN                      WY,,34.2012,-118.4094
190812466,7/10/2019 0:00,7/10/2010 0:00,1530,8,West LA,847,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1236,47,M,O,103,ALLEY,,,IC,Invest Cont,740,,,,10600 W  PICO                         BL,,34.0473,-118.4206
192118900,11/22/2019 0:00,6/14/2010 0:00,1200,21,Topanga,2177,2,354,THEFT OF IDENTITY,1822 0928 0927,35,M,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,5700    OWENSMOUTH                   AV,,34.1744,-118.6016
191613851,9/10/2019 0:00,2/7/2010 0:00,1200,16,Foothill,1613,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),1259 0556 0522,6,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,812,860,,,12700    VAN NUYS                     BL,,34.2753,-118.4095
190820192,12/29/2019 0:00,12/29/2010 0:00,640,8,West LA,855,1,310,BURGLARY,1414 0327 0349 1605 0202 0216,0,X,X,507,CONDOMINIUM/TOWNHOUSE,,,AA,Adult Arrest,310,341,,,1500    CAMDEN                       AV,,34.0501,-118.4439
190412581,7/25/2019 0:00,1/1/2010 0:00,1,4,Hollenbeck,439,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),543,4,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,812,860,,,1900 N  MARIANNA                     AV,,34.0635,-118.1791
190213410,6/5/2019 0:00,1/1/2010 0:00,5,2,Rampart,203,1,121,"RAPE, FORCIBLE",0602 0554 1258 0515 0519 0527 0541 1251 1817,0,F,H,501,SINGLE FAMILY DWELLING,511,VERBAL THREAT,JA,Juv Arrest,121,812,,,4000    MONROE                       ST,,34.0856,-118.2868
190815960,9/23/2019 0:00,1/1/2010 0:00,1200,8,West LA,889,1,121,"RAPE, FORCIBLE",1251 1258 0556 0537 0516 0500 0527 1257,5,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,121,812,,,2000 S  HOLT                         AV,,34.0395,-118.3818
190205146,1/23/2019 0:00,1/1/2010 0:00,1,2,Rampart,285,1,815,SEXUAL PENETRATION W/FOREIGN OBJECT,0556 0913 0400 0503 0515 0522 1258,6,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,812,815,,,1600 W  11TH                         ST,,34.0477,-118.2751
190308922,1/9/2019 0:00,1/1/2010 0:00,1400,3,Southwest,334,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),522,6,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,812,860,,,CRENSHAW,ADAMS,34.0326,-118.335
190416599,11/7/2019 0:00,6/14/2010 0:00,2145,4,Hollenbeck,479,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0416,29,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,3500    SISKIYOU                     ST,,34.0256,-118.1992
191119301,11/10/2019 0:00,11/9/2010 0:00,1730,11,Northeast,1102,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,4100    PERLITA                      AV,,34.1272,-118.2662
191220576,8/15/2019 0:00,9/1/2010 0:00,1250,12,77th Street,1208,2,354,THEFT OF IDENTITY,0100 1202,64,M,A,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,4400 S  FIGUEROA                     ST,,33.9997,-118.2849
190715136,8/14/2019 0:00,8/14/2010 0:00,1730,7,Wilshire,773,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416 2000,46,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,1900 S  MARVIN                       AV,,34.04,-118.3624
190609700,4/1/2019 0:00,4/1/2010 0:00,200,6,Hollywood,649,1,815,SEXUAL PENETRATION W/FOREIGN OBJECT,0500 1259 0552,5,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,812,815,,,1600 N  NORMANDIE                    AV,,34.0999,-118.3038
190615138,7/9/2019 0:00,6/6/2010 0:00,2100,6,Hollywood,645,2,434,FALSE IMPRISONMENT,1601 1604 0400,0,,,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,434,,,,7000    LANEWOOD                     AV,,34.0992,-118.3417
190417077,11/19/2019 0:00,6/14/2010 0:00,2000,4,Hollenbeck,451,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),1251 1259 0913 1801 0522 0531 0528,8,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,812,860,,,1300    GABRIEL GARCIA MARQUEZ       ST,,34.0501,-118.2243
190320193,9/7/2019 0:00,9/1/2010 0:00,2359,3,Southwest,358,1,815,SEXUAL PENETRATION W/FOREIGN OBJECT,0500 0515,-8,M,X,719,MEDICAL/DENTAL OFFICES,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,815,,,,34TH                         ST,WATT                         WY,34.0215,-118.2868
190321010,9/18/2019 0:00,4/13/2010 0:00,1200,3,Southwest,358,1,815,SEXUAL PENETRATION W/FOREIGN OBJECT,1501,-8,F,H,719,MEDICAL/DENTAL OFFICES,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,815,,,,WATT                         WY,34TH                         ST,34.0215,-118.2868
192006188,2/15/2019 0:00,11/1/2010 0:00,1,20,Olympic,2015,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),522,15,F,H,719,MEDICAL/DENTAL OFFICES,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,812,,,4200    BEVERLY                      BL,,34.0763,-118.2924
191412101,5/11/2019 0:00,5/8/2011 0:00,1300,14,Pacific,1415,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",329,64,M,W,101,STREET,,,IC,Invest Cont,740,,,,1100    ROSE                         AV,,34.005,-118.461
191417382,8/1/2019 0:00,7/1/2011 0:00,1200,14,Pacific,1476,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",344,68,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,341,,,,6400 W  84TH                         PL,,33.9621,-118.3993
190508406,4/10/2019 0:00,1/1/2011 0:00,800,5,Harbor,522,1,121,"RAPE, FORCIBLE",0360 1258 0507 0527 2024,7,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,812,,,900 W  G                            ST,,33.778,-118.2727
191319776,9/19/2019 0:00,1/1/2011 0:00,1200,13,Newton,1362,2,813,CHILD ANNOYING (17YRS & UNDER),1259 0603 0509 0510,7,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,813,,,,200 E  49TH                         ST,,33.9984,-118.2718
190318856,8/17/2019 0:00,1/1/2011 0:00,1,3,Southwest,312,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),1251 1259 0522 1801,8,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,812,860,,,2800 S  CLOVERDALE                   AV,,34.0287,-118.3589
201604034,12/31/2019 0:00,1/1/2011 0:00,1200,16,Foothill,1613,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),0913 1257 0522,6,M,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,812,860,,,12600    PIERCE                       ST,,34.2758,-118.4052
190410286,5/26/2019 0:00,6/1/2011 0:00,1,4,Hollenbeck,465,1,815,SEXUAL PENETRATION W/FOREIGN OBJECT,1251 1259 0342 0400 0913 0522 0503 0515,7,F,H,504,OTHER RESIDENCE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,812,815,,,3200    EAGLE                        ST,,34.0347,-118.2008
190504908,1/21/2019 0:00,1/21/2011 0:00,1200,5,Harbor,567,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0400 0416 0913,34,M,B,504,OTHER RESIDENCE,308,STICK,AA,Adult Arrest,230,,,,2300 S  PACIFIC                      AV,,33.7234,-118.288
191318860,9/18/2019 0:00,9/18/2011 0:00,930,13,Newton,1322,1,121,"RAPE, FORCIBLE",1257 0360 0522 0507 0515 0527,3,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,812,,,400 E  27TH                         ST,,34.0242,-118.2623
190710482,5/11/2019 0:00,5/6/2011 0:00,1300,7,Wilshire,721,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),329,69,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,745,,,,8500    BURTON                       WY,,34.0711,-118.3764
192110821,5/31/2019 0:00,1/1/2011 0:00,1200,21,Topanga,2128,2,354,THEFT OF IDENTITY,1822,41,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,7900    CASABA                       AV,,34.2139,-118.5768
191617733,12/17/2019 0:00,1/1/2011 0:00,1400,16,Foothill,1623,2,860,BATTERY WITH SEXUAL CONTACT,1258 0522 0510,4,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,860,,,,10900    HERRICK                      AV,,34.2683,-118.4118
191206871,1/25/2019 0:00,10/1/2011 0:00,1600,12,77th Street,1249,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),0522 0503,8,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,812,860,,,6300 S  HOOVER                       ST,,33.982,-118.287
191614480,9/19/2019 0:00,1/1/2011 0:00,2000,16,Foothill,1619,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),0913 1258 0522 0500,8,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,812,860,,,11600    SHELLY VISTA                 DR,,34.2784,-118.2932
191219565,8/1/2019 0:00,1/1/2011 0:00,700,12,77th Street,1263,2,354,THEFT OF IDENTITY,100,48,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,1600 W  84TH                         ST,,33.9627,-118.3046
190911210,5/23/2019 0:00,1/1/2011 0:00,1200,9,Van Nuys,901,1,815,SEXUAL PENETRATION W/FOREIGN OBJECT,0500 0515,7,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,815,,,,15400    WYANDOTTE                    ST,,34.203,-118.4684
191520935,11/12/2019 0:00,1/1/2011 0:00,2000,15,N Hollywood,1595,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),0500 0510 0522 1258 0913 1820,8,F,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,812,,,,11800    SUNSHINE                     TR,,34.1382,-118.3891
191222578,9/12/2019 0:00,1/1/2011 0:00,800,12,77th Street,1265,2,354,THEFT OF IDENTITY,1822,22,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,1000 W  MANCHESTER                   AV,,33.96,-118.2919
190717771,10/8/2019 0:00,10/8/2011 0:00,1148,7,Wilshire,745,2,763,STALKING,1906,28,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511,VERBAL THREAT,IC,Invest Cont,763,,,,700 S  COCHRAN                      AV,,34.0623,-118.3471
190317532,7/26/2019 0:00,8/1/2011 0:00,1830,3,Southwest,376,2,354,THEFT OF IDENTITY,1822 0100 0928,39,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,3800    DENKER                       AV,,34.0174,-118.3045
191615045,10/7/2019 0:00,2/11/2011 0:00,1200,16,Foothill,1602,2,813,CHILD ANNOYING (17YRS & UNDER),1258 0556,0,F,H,501,SINGLE FAMILY DWELLING,,,AO,Adult Other,813,,,,12800    AVENIDA BONI,,34.2816,-118.4073
191412116,5/11/2019 0:00,5/11/2011 0:00,1100,14,Pacific,1497,1,520,VEHICLE - ATTEMPT STOLEN,1501 1606,-7,M,X,108,PARKING LOT,,,IC,Invest Cont,520,,,,5500 W  CENTURY                      BL,,33.9455,-118.3768
191613157,8/14/2019 0:00,1/1/2011 0:00,800,16,Foothill,1641,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),0500 1258 0522 0551,6,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",JO,Juv Other,812,860,,,10400    HADDON                       AV,,34.2545,-118.4272
191712689,7/11/2019 0:00,7/15/2011 0:00,800,17,Devonshire,1797,2,354,THEFT OF IDENTITY,1822,39,F,F,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,8800    VALJEAN                      AV,,34.2307,-118.4873
191104420,1/9/2019 0:00,1/1/2011 0:00,1200,11,Northeast,1149,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),0528 0558 1258,6,F,H,501,SINGLE FAMILY DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,762,812,,,5400    MONTE VISTA                  ST,,34.1098,-118.1984
190311597,4/19/2019 0:00,1/1/2011 0:00,800,3,Southwest,398,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),1251 1259 1309 0506 0558 0529,7,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,812,860,,,41ST                         ST,FIGUEROA,34.0097,-118.2827
190221348,11/7/2019 0:00,1/1/2011 0:00,1200,2,Rampart,269,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1814 0416,14,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,ALBANY                       ST,JAMES,34.0508,-118.2683
190622826,11/25/2019 0:00,9/9/2011 0:00,800,6,Hollywood,642,2,354,THEFT OF IDENTITY,0930 1822,49,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,1500 N  ORANGE GROVE                 AV,,34.0981,-118.3605
191013047,8/2/2019 0:00,10/1/2011 0:00,5,10,West Valley,1015,2,354,THEFT OF IDENTITY,0928 1822,31,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,18400    VALERIO                      ST,,34.2048,-118.5337
191607201,3/26/2019 0:00,9/1/2011 0:00,2011,16,Foothill,1622,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),0522 0510 1251 1811 1258,9,F,H,704,ELEMENTARY SCHOOL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,812,860,,,10900    TELFAIR                      AV,,34.2681,-118.4303
191209291,3/18/2019 0:00,1/1/2011 0:00,2000,12,77th Street,1239,1,121,"RAPE, FORCIBLE",2000 0527 1814,36,F,H,707,GARAGE/CARPORT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,121,,,,600 W  59TH                         ST,,33.9874,-118.2838
191213088,5/7/2019 0:00,1/1/2011 0:00,800,12,77th Street,1213,1,121,"RAPE, FORCIBLE",1258 0360 0503 0522 0515 0514 0512,6,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,121,812,,,5700    RUTHELEN                     ST,,33.991,-118.3126
191714532,8/21/2019 0:00,1/1/2011 0:00,1200,17,Devonshire,1751,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0447 0419,5,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,627,,,,9900    TOPANGA CANYON               BL,,34.25,-118.606
190414627,8/30/2019 0:00,1/1/2011 0:00,100,4,Hollenbeck,429,1,121,"RAPE, FORCIBLE",0522 0515,5,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,121,812,,,5300    HUNTINGTON                   DR,,34.0897,-118.167
190318316,8/8/2019 0:00,11/1/2011 0:00,1200,3,Southwest,358,1,815,SEXUAL PENETRATION W/FOREIGN OBJECT,,-7,M,H,719,MEDICAL/DENTAL OFFICES,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,815,,,,1000 W  34TH                         ST,,34.024,-118.2869
190615274,7/11/2019 0:00,7/10/2011 0:00,130,6,Hollywood,663,2,354,THEFT OF IDENTITY,0929 1822,24,M,B,710,OTHER PREMISE,,,IC,Invest Cont,354,,,,1200 N  CHEROKEE                     AV,,34.0926,-118.3352
190313808,5/29/2019 0:00,1/1/2011 0:00,900,3,Southwest,332,2,354,THEFT OF IDENTITY,0928 1822,25,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,3400    BUCKINGHAM                   RD,,34.0279,-118.343
190705822,2/8/2019 0:00,8/1/2011 0:00,1200,7,Wilshire,752,2,354,THEFT OF IDENTITY,1822,49,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,1100 S  LA JOLLA                     AV,,34.0571,-118.3724
191606667,3/13/2019 0:00,1/7/2011 0:00,600,16,Foothill,1675,2,845,SEX OFFENDER REGISTRANT OUT OF COMPLIANCE,1501,-7,X,X,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AA,Adult Arrest,845,,,,9300    BORDEN                       AV,,34.2376,-118.3689
192107079,3/9/2019 0:00,7/1/2011 0:00,1200,21,Topanga,2107,1,121,"RAPE, FORCIBLE",2000 0500 0416,21,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,121,,,,21300    ROSCOE                       BL,,34.2234,-118.5932
191008057,4/3/2019 0:00,3/1/2011 0:00,1,10,West Valley,1015,2,354,THEFT OF IDENTITY,0377 1822 0928,53,M,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,7200    CANBY                        AV,,34.2012,-118.5348
190314092,6/3/2019 0:00,3/1/2011 0:00,1,3,Southwest,358,1,815,SEXUAL PENETRATION W/FOREIGN OBJECT,,-7,F,X,203,OTHER BUSINESS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,815,,,,1000 W  34TH                         ST,,34.024,-118.2869
191112308,6/20/2019 0:00,6/5/2011 0:00,1600,11,Northeast,1169,1,440,THEFT PLAIN - PETTY ($950 & UNDER),344,43,M,H,119,"PORCH, RESIDENTIAL",,,IC,Invest Cont,440,,,,5200    LONGFELLOW                   ST,,34.1039,-118.1973
190710341,5/6/2019 0:00,5/6/2011 0:00,1200,7,Wilshire,763,2,354,THEFT OF IDENTITY,1822,45,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,1500 S  FAIRFAX                      AV,,34.0497,-118.367
191909800,5/2/2019 0:00,12/1/2011 0:00,1200,19,Mission,1921,1,121,"RAPE, FORCIBLE",1817 0556 0512 0522 0536 0537 0527 1258,6,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,121,812,,,12700    SAN FERNANDO                 RD,,34.309,-118.4719
190218528,9/17/2019 0:00,1/1/2011 0:00,1200,2,Rampart,246,1,121,"RAPE, FORCIBLE",0532 0556 0448 0369 0543 0522 0510 0527 0501 1018,9,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,121,812,,,500 S  WESTLAKE                     AV,,34.0599,-118.2731
192007632,3/14/2019 0:00,8/1/2011 0:00,700,20,Olympic,2031,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),0500 0503 0505 0522 1251 1815,9,M,H,704,ELEMENTARY SCHOOL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,812,860,,,700 S  WILTON                       PL,,34.0599,-118.3143
190806443,2/24/2019 0:00,12/22/2011 0:00,1200,8,West LA,898,2,354,THEFT OF IDENTITY,0100 1822,24,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,9000    CATTARAUGUS                  AV,,34.0349,-118.3893
190412063,7/11/2019 0:00,7/3/2011 0:00,1500,4,Hollenbeck,491,1,310,BURGLARY,0344 0329 1602,-7,M,W,203,OTHER BUSINESS,,,IC,Invest Cont,310,,,,1600    PERRINO                      PL,,34.0188,-118.2216
192104579,1/11/2019 0:00,12/20/2011 0:00,1200,21,Topanga,2157,2,354,THEFT OF IDENTITY,0377 1822,33,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,21200    KITTRIDGE                    ST,,34.1912,-118.5941
191507037,2/27/2019 0:00,1/1/2011 0:00,1200,15,N Hollywood,1548,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),0558 1203 0522 1259,6,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,760,812,,,5200    HARMONY                      AV,,34.1649,-118.3664
190913018,6/28/2019 0:00,8/2/2011 0:00,1,9,Van Nuys,914,2,354,THEFT OF IDENTITY,0377 0100 0929 1822,46,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,14500    SHERMAN                      CI,,34.1994,-118.4493
191117880,10/11/2019 0:00,9/8/2011 0:00,1920,11,Northeast,1172,1,330,BURGLARY FROM VEHICLE,1307 0358 1822 0344,18,F,B,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,330,,,,SILVER LAKE                  BL,RESERVOIR                    ST,34.0857,-118.2706
190316949,7/17/2019 0:00,1/24/2011 0:00,800,3,Southwest,358,1,815,SEXUAL PENETRATION W/FOREIGN OBJECT,,-7,F,X,719,MEDICAL/DENTAL OFFICES,515,PHYSICAL PRESENCE,IC,Invest Cont,815,,,,3500    WATT                         WY,,34.0235,-118.2858
191012342,7/9/2019 0:00,7/1/2011 0:00,2000,10,West Valley,1035,2,860,BATTERY WITH SEXUAL CONTACT,0360 0500 1258,6,M,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",JO,Juv Other,860,,,,6400    WHITE OAK                    AV,,34.19,-118.5262
191308743,3/21/2019 0:00,1/1/2011 0:00,2200,13,Newton,1342,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,401,7,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,627,,,,3800    WALL                         ST,,34.0128,-118.2712
190410990,5/24/2019 0:00,4/1/2011 0:00,1,4,Hollenbeck,429,1,815,SEXUAL PENETRATION W/FOREIGN OBJECT,1259 0515 0360 0400 1402,7,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,812,815,998,,3500    SHEFFIELD                    AV,,34.0863,-118.1614
190312434,5/7/2019 0:00,1/1/2011 0:00,1200,3,Southwest,313,1,121,"RAPE, FORCIBLE",0522 1259 1251 0514 0913 0532 0531 0538 0432 0529,14,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,812,,,CRENSHAW                     BL,ADAMS                        BL,34.0326,-118.335
191217380,7/2/2019 0:00,1/1/2011 0:00,800,12,77th Street,1211,2,354,THEFT OF IDENTITY,377,49,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,5400 S  VICTORIA                     AV,,33.9931,-118.3322
